time,pmt,x,y,z,event
16250.1873457, 67.0, 186.5, -29.0, 700.0, 6.0
16250.224803, 67.0, 186.5, -29.0, 700.0, 6.0
16250.1370163, 67.0, 186.5, -29.0, 700.0, 6.0
16250.0852963, 68.0, 186.5, -29.0, 700.0, 6.0
16250.09191, 68.0, 186.5, -29.0, 700.0, 6.0
16250.0859823, 68.0, 186.5, -29.0, 700.0, 6.0
16250.0746186, 68.0, 186.5, -29.0, 700.0, 6.0
16250.0567668, 68.0, 186.5, -29.0, 700.0, 6.0
16250.0279542, 69.0, 186.5, -29.0, 700.0, 6.0
16250.0696047, 69.0, 186.5, -29.0, 700.0, 6.0
16250.1224425, 69.0, 186.5, -29.0, 700.0, 6.0
16250.0556837, 70.0, 186.5, -29.0, 700.0, 6.0
16250.0749878, 70.0, 186.5, -29.0, 700.0, 6.0
16250.0544978, 70.0, 186.5, -29.0, 700.0, 6.0
16250.0439962, 70.0, 186.5, -29.0, 700.0, 6.0
16250.1592979, 70.0, 186.5, -29.0, 700.0, 6.0
16250.0584057, 71.0, 186.5, -29.0, 700.0, 6.0
16250.1571637, 71.0, 186.5, -29.0, 700.0, 6.0
16250.0983423, 71.0, 186.5, -29.0, 700.0, 6.0
16250.1007754, 71.0, 186.5, -29.0, 700.0, 6.0
16250.131143, 71.0, 186.5, -29.0, 700.0, 6.0
16250.0785994, 71.0, 186.5, -29.0, 700.0, 6.0
16250.029135, 71.0, 186.5, -29.0, 700.0, 6.0
16250.0347562, 71.0, 186.5, -29.0, 700.0, 6.0
16250.0836524, 72.0, 186.5, -29.0, 700.0, 6.0
16250.114446, 72.0, 186.5, -29.0, 700.0, 6.0
16250.1034296, 73.0, 186.5, -29.0, 700.0, 6.0
16250.1054246, 73.0, 186.5, -29.0, 700.0, 6.0
16250.0779796, 73.0, 186.5, -29.0, 700.0, 6.0
16250.1155433, 76.0, 186.5, -29.0, 700.0, 6.0
16250.1727012, 77.0, 186.5, -29.0, 700.0, 6.0
16251.213439, 87.0, 186.5, -29.0, 700.0, 6.0
16250.1027916, 87.0, 186.5, -29.0, 700.0, 6.0
16250.1513398, 87.0, 186.5, -29.0, 700.0, 6.0
16250.1084608, 88.0, 186.5, -29.0, 700.0, 6.0
16250.0467929, 90.0, 186.5, -29.0, 700.0, 6.0
16250.1557305, 93.0, 186.5, -29.0, 700.0, 6.0
16250.1491518, 93.0, 186.5, -29.0, 700.0, 6.0
